Polymer Number,Reaction number,Polymer solubility in dichloro methane at a concentration of 40 mg/mL at room temperature,Physical state of the polymer determined by visual observation and polarized microscope analysis,Degradable,Monomer 1,Monomer 1 SMILES,Monomer 2,Monomer 2 SMILES,SMILES,Mn (kDa),Mw (kDa),D,"Monomer 1:
Monomer 2 (mole basis)",BigSMILES,Method Key
472,472,yes,fluid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"1,9-nonanediol",OCCCCCCCCCO,C(=O)c1nc2ccccc2c(c1)C(=O)OCCCCCCCCCO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC CCCCCCCCO[>][]}",M23
473,473,yes,fluid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"1,8-octanediol",OCCCCCCCCO,C(=O)c1nc2ccccc2c(c1)C(=O)OCCCCCCCCO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC CCCCCCCO[>][]}",M23
474,474,no,solid,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"1,6-Hexanediol",OCCCCCCO,C(=O)c1nc2ccccc2c(c1)C(=O)OCCCCCCO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC CCCCCO[>][]}",M23
475,475,no,solid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"1,5-pentanediol",OCCCCCO,C(=O)c1nc2ccccc2c(c1)C(=O)OCCCCCO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC CCCCO[>][]}",M23
476,476,no,solid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"1,3-Propanediol",OCCCO,C(=O)c1nc2ccccc2c(c1)C(=O)OCCCO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC CCO[>][]}",M23
477,477,yes,fluid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,ethylene glycol,OCCO,C(=O)c1nc2ccccc2c(c1)C(=O)OCCO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC CO[>][]}",M23
478,478,yes,crystalline,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,C(=O)CCCCCCCC(=O)OC(CC1)CCC1O,,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OC(CC1)C CC1O[>][]}",M4
479,479,no,solid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)c1nc2ccccc2c(c1)C(=O)OCC(CC)(CC)CO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC C(CC)(CC)CO[>][]}",M23
480,480,no,solid,yes,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,triethylene glycol,OCCOCCOCCO,C(=O)c1nc2ccccc2c(c1)C(=O)OCCOCCOCCO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC COCCOCCO[>][]}",M23
481,481,no,solid,no,"quinoline-2,4- dicarboxylic acid",OC(=O)c1nc2ccccc2c(c1)C(=O)O,"3-methyl-1,5- pentanediol",OCCC(C)CCO,C(=O)c1nc2ccccc2c(c1)C(=O)OCCC(C)CCO,,,,1:01,"{[][<]C(=O)c1nc2ccccc2c(c1)C(=O)[<],[>]OC CC(C)CCO[>][]}",M23
482,482,no,solid,no,"2,5 - furandicarboxylic acid",O=C(O)c1oc(C(=O)O)cc1,"1,5-pentanediol",OCCCCCO,O=C(O)c1oc(C(=O)O)cc1OCCCCCO,12,17.57,1.47,1:01,"{[][<]O=C(O)c1oc(C(=O)O)cc1[<],[>]OCCCC CO[>][]}",M24
483,483,yes,crystalline,no,"2,5 - furandicarboxylic acid",O=C(O)c1oc(C(=O)O)cc1,"1,4-Butanediol",OCCCCO,O=C(O)c1oc(C(=O)O)cc1OCCCCO,,,,1:01,"{[][<]O=C(O)c1oc(C(=O)O)cc1[<],[>]OCCCC O[>][]}",M24
484,484,no,solid,yes,"2,5 - furandicarboxylic acid",O=C(O)c1oc(C(=O)O)cc1,"1,6-Hexanediol",OCCCCCCO,O=C(O)c1oc(C(=O)O)cc1OCCCCCCO,,,,1:01,"{[][<]O=C(O)c1oc(C(=O)O)cc1[<],[>]OCCCC CCO[>][]}",M24
485,485,no,solid,no,"2,5 - furandicarboxylic acid",O=C(O)c1oc(C(=O)O)cc1,ethylene glycol,OCCO,"O=C(O)c1oc(C(=O)O)cc1OCCO
",,,,1:01,"{[][<]O=C(O)c1oc(C(=O)O)cc1[<],[>]OCCO[>
][]}",M24
486,486,no,solid,no,"2,5 - furandicarboxylic acid",O=C(O)c1oc(C(=O)O)cc1,"1,3-Propanediol",OCCCO,"O=C(O)c1oc(C(=O)O)cc1OCCCO
",,,,1:01,"{[][<]O=C(O)c1oc(C(=O)O)cc1[<],[>]OCCCO[
>][]}",M24
487,487,no,solid,no,"2,5 - furandicarboxylic acid",O=C(O)c1oc(C(=O)O)cc1,"2-Methyl-1,3- propanediol",OCC(C)CO,O=C(O)c1oc(C(=O)O)cc1OCC(C)CO,,,,1:01,"{[][<]O=C(O)c1oc(C(=O)O)cc1[<],[>]OCC(C) CO[>][]}",M24
488,488,yes,crystalline,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,C(=O)CCCCCCCCC(=O)OC(CC1)CCC1O,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OC(CC1) CCC1O[>][]}",M4
489,489,no,solid,yes,"2,5 - furandicarboxylic acid",O=C(O)c1oc(C(=O)O)cc1,"1,4-Cyclohexanediol",OC(CC1)CCC1O,O=C(O)c1oc(C(=O)O)cc1OC(CC1)CCC1O,,,,1:01,"{[][<]O=C(O)c1oc(C(=O)O)cc1[<],[>]OC(CC1
)CCC1O[>][]}",M24
490,490,yes,crystalline,no,Diglycolic acid,OC(=O)COCC(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,"C(=O)COC(=O)OC(CC1)CCC1O
",,,,1:01,"{[][<]C(=O)COC(=O)[<],[>]OC(CC1)CCC1O[
>][]}",M18
491,491,yes,glassy,no,[(Carboxymethyl)(methyl)amino]acetic acid,OC(=O)CN(C)CC(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,C(=O)CN(C)CC(=O)OC(CC1)CCC1O,,,,1:01,"{[][<]C(=O)CN(C)CC(=O)[<],[>]OC(CC1)CCC 1O[>][]}",M4
492,492,yes,fluid,yes,glutaric acid,OC(=O)CCCC(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)CCCC(=O)OCC(CC)(CC)CO,13.74,20.19,1.47,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(CC)(CC)C O[>][]}",M4
493,493,yes,fluid,yes,pimelic acid,OC(=O)CCCCCC(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)CCCCCC(=O)OCC(CC)(CC)CO,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCC(CC)(CC
)CO[>][]}",M4
494,494,yes,fluid,yes,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)CSCC(=O)OCC(CC)(CC)CO,11.04,17.95,1.63,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCC(CC)(CC)C O[>][]}",M4
495,495,yes,fluid,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)CCCCCCCCC(=O)OCC(CC)(CC)CO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(CC
)(CC)CO[>][]}",M4
496,496,yes,fluid,no,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)C(CC1)CCC1C(=O)OCC(CC)(CC)CO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCC(C C)(CC)CO[>][]}",M4
497,497,yes,fluid,no,[(Carboxymethyl)(methyl)amino]acetic acid,OC(=O)CN(C)CC(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)CN(C)CC(=O)OCC(CC)(CC)CO,,,,1:01,"{[][<]C(=O)CN(C)CC(=O)[<],[>]OCC(CC)(CC) CO[>][]}",M18
498,498,yes,fluid,no,glutaric acid,OC(=O)CCCC(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)CCCC(=O)OCC(CC(C1)C2C3)C1C2CC3CO,,,,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(CC(C1)C2 C3)C1C2CC3CO[>][]}",M5
499,499,yes,fluid,yes,pimelic acid,OC(=O)CCCCCC(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)CCCCCC(=O)OCC(CC(C1)C2C3)C1C2CC3CO,,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCC(CC(C1) C2C3)C1C2CC3CO[>][]}",M5
500,500,yes,fluid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"2-Butyl-2-ethyl- 1,3-propanediol",OCC(CC)(CCCC)CO,C(=O)c(ccc1)cc1C(=O)OCC(CC)(CCCC)CO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCC(CC)( CCCC)CO[>][]}",M2
501,501,no,solid,yes,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)CSCC(=O)OCC(CC(C1)C2C3)C1C2CC3CO,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCC(CC(C1)C2 C3)C1C2CC3CO[>][]}",M5
502,502,no,fluid,no,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)CCCCCCCC(=O)OCC(CC(C1)C2C3)C1C2CC3CO,,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(CC( C1)C2C3)C1C2CC3CO[>][]}",M5
503,503,yes,fluid,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)CCCCCCCCC(=O)OCC(CC(C1)C2C3)C1C2CC3CO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(CC (C1)C2C3)C1C2CC3CO[>][]}",M5
504,504,yes,glassy,no,[(Carboxymethyl)(methyl)amino]acetic acid,OC(=O)CN(C)CC(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)CN(C)CC(=O)OCC(CC(C1)C2C3)C1C2CC3CO,,,,1:01,"{[][<]C(=O)CN(C)CC(=O)[<],[>]OCC(CC(C1) C2C3)C1C2CC3CO[>][]}",M19
505,505,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCC(CC(C1)C2C3)C1C2CC3CO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC C(CC(C1)C2C3)C1C2CC3CO[>][]}",M19
506,506,no,solid,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"2-Methyl-1,3- propanediol",OCC(C)CO,"C(=O)COCCOCC(=O)OCC(C)CO
",,,,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCC(C)CO[
>][]}",M6
507,507,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"2,2,4-Trimethyl- 1,3-pentanediol",OCC(C)(C)C(C(C)C)O,C(=O)c(ccc1)cc1C(=O)OCC(C)(C)C(C(C)C)O,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCC(C)(C) C(C(C)C)O[>][]}",M2
508,508,yes,fluid,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"3-methyl-1,5- pentanediol",OCCC(C)CCO,C(=O)COCCOCC(=O)OCCC(C)CCO,13.17,19.98,1.52,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCCC(C)C CO[>][]}",M6
509,509,no,solid,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"1,4-Cyclohexanediol",OC(CC1)CCC1O,C(=O)COCCOCC(=O)OC(CC1)CCC1O,6.32,8.57,1.36,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OC(CC1)C CC1O[>][]}",M6
510,510,yes,fluid,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)COCCOCC(=O)OCC(CC)(CC)CO,,,,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCC(CC)(C C)CO[>][]}",M6
511,511,yes,fluid,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)COCCOCC(=O)OCC(CC(C1)C2C3)C1C2CC3CO,7.31,10.36,1.42,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCC(CC(C 1)C2C3)C1C2CC3CO[>][]}",M6
512,512,no,solid,yes,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"2,3-Butanediol",OC(C)C(C)O,C(=O)C(CC1)CCC1C(=O)OC(C)C(C)O,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OC(C)C (C)O[>][]}",M6
513,513,no,fluid,no,Diglycolic acid,OC(=O)COCC(=O)O,"2,3-Butanediol",OC(C)C(C)O,C(=O)COC(=O)OC(C)C(C)O,,,,1:01,"{[][<]C(=O)COC(=O)[<],[>]OC(C)C(C)O[>][]}",M6
514,514,yes,fluid,yes,glutaric acid,OC(=O)CCCC(=O)O,"2-Butyl-2-ethyl- 1,3-propanediol",OCC(CC)(CCCC)CO,C(=O)CCCC(=O)OCC(CC)(CCCC)CO,,,,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(CC)(CCCC
)CO[>][]}",M7
515,515,yes,fluid,yes,pimelic acid,OC(=O)CCCCCC(=O)O,"2-Butyl-2-ethyl- 1,3-propanediol",OCC(CC)(CCCC)CO,C(=O)CCCCCC(=O)OCC(CC)(CCCC)CO,5.94,7.83,1.32,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCC(CC)(CC CC)CO[>][]}",M7
516,516,no,fluid,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"2-Butyl-2-ethyl- 1,3-propanediol",OCC(CC)(CCCC)CO,C(=O)CCCCCCCC(=O)OCC(CC)(CCCC)CO,5.21,6.53,1.26,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(CC)( CCCC)CO[>][]}",M7
517,517,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"2,2-Dimethyl-1,3- propanediol",OCC(C)(C)CO,C(=O)c(ccc1)cc1C(=O)OCC(C)(C)CO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCC(C)(C) CO[>][]}",M2
518,518,yes,fluid,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"2-Butyl-2-ethyl- 1,3-propanediol",OCC(CC)(CCCC)CO,C(=O)CCCCCCCCC(=O)OCC(CC)(CCCC)CO,5.7,7.75,1.36,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(CC
)(CCCC)CO[>][]}",M7
519,519,yes,fluid,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"2-Butyl-2-ethyl- 1,3-propanediol",OCC(CC)(CCCC)CO,C(=O)COCCOCC(=O)OCC(CC)(CCCC)CO,7.42,10.86,1.46,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCC(CC)(C CCC)CO[>][]}",M7
520,520,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"2-Butyl-2-ethyl- 1,3-propanediol",OCC(CC)(CCCC)CO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCC(CC)(CCCC)CO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC C(CC)(CCCC)CO[>][]}",M19
521,521,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"2,2-Dimethyl-1,3- propanediol",OCC(C)(C)CO,C(=O)CSCC(=O)OCC(C)(C)CO,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCC(C)(C)CO[>] []}",M19
522,522,yes,fluid,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"2,2-Dimethyl-1,3- propanediol",OCC(C)(C)CO,C(=O)COCCOCC(=O)OCC(C)(C)CO,7.77,11.28,1.45,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCC(C)(C) CO[>][]}",M19
523,523,no,solid,no,[(Carboxymethyl)(methyl)amino]acetic acid,OC(=O)CN(C)CC(=O)O,"2,2-Dimethyl-1,3- propanediol",OCC(C)(C)CO,C(=O)CN(C)CC(=O)OCC(C)(C)CO,,,,1:01,"{[][<]C(=O)CN(C)CC(=O)[<],[>]OCC(C)(C)C O[>][]}",M19
524,524,yes,glassy,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"1,3-Propanediol",OCCCO,C(=O)CSCC(=O)OCCCO,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCCCO[>][]}",M7
525,525,yes,fluid,no,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"1,3-Propanediol",OCCCO,C(=O)C(CC1)CCC1C(=O)OCCCO,,,,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCCCO [>][]}",M7
526,526,yes,fluid,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"3-methyl-1,5- pentanediol",OCCC(C)CCO,C(=O)CCCCCCCCC(=O)OCCC(C)CCO,5.16,6.68,1.3,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCC(C
)CCO[>][]}",M8
527,527,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"1,4-cyclohexanedimethanol",OCC(CC1)CCC1CO,C(=O)c(ccc1)cc1C(=O)OCC(CC1)CCC1CO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCC(CC1) CCC1CO[>][]}",M18
528,528,yes,fluid,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"2,2-diethyl-1,3- propanediol",OCC(CC)(CC)CO,C(=O)CCCCCCCC(=O)OCC(CC)(CC)CO,8.78,10.8,1.23,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(CC)( CC)CO[>][]}",M9
529,529,no,solid,no,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"2,3-Butanediol",OC(C)C(C)O,C(=O)CCCCCCCC(=O)OC(C)C(C)O,,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OC(C)C(C
)O[>][]}",M9
530,530,no,solid,no,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"2,3-Butanediol",OC(C)C(C)O,C(=O)CCCCCCCCC(=O)OC(C)C(C)O,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OC(C)C( C)O[>][]}",M8
531,531,no,fluid,yes,glutaric acid,OC(=O)CCCC(=O)O,"1,2-Propanediol",OCC(C)O,C(=O)CCCC(=O)OCC(C)O,,,,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(C)O[>][]}",M9
532,532,yes,fluid,yes,pimelic acid,OC(=O)CCCCCC(=O)O,"1,2-Propanediol",OCC(C)O,"C(=O)CCCCCC(=O)OCC(C)O
",,,,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCC(C)O[>][]
}",M9
533,533,yes,fluid,no,"2,2' - thiodiacetic acid",OC(=O)CSCC(=O)O,"1,2-Propanediol",OCC(C)O,C(=O)CSCC(=O)OCC(C)O,,,,1:01,"{[][<]C(=O)CSCC(=O)[<],[>]OCC(C)O[>][]}",M9
534,534,yes,crystalline,no,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"1,2-Propanediol",OCC(C)O,"C(=O)CCCCCCCC(=O)OCC(C)O
",,,,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(C)O[
>][]}",M9
535,535,no,solid,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,2-Propanediol",OCC(C)O,C(=O)CCCCCCCCC(=O)OCC(C)O,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(C) O[>][]}",M8
536,536,yes,crystalline,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,ethylene glycol,OCCO,C(=O)CCCCCCCCC(=O)OCCO,,,,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCO[>] []}",M8
537,537,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,ethylene glycol,OCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC CO[>][]}",M19
538,538,yes,fluid,yes,glutaric acid,OC(=O)CCCC(=O)O,"2,2-Dimethyl-1,3- propanediol",OCC(C)(C)CO,C(=O)CCCC(=O)OCC(C)(C)CO,16.56,25.53,1.54,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OCC(C)(C)CO[>] []}",M10
539,539,yes,fluid,yes,pimelic acid,OC(=O)CCCCCC(=O)O,"2,2-Dimethyl-1,3- propanediol",OCC(C)(C)CO,C(=O)CCCCCC(=O)OCC(C)(C)CO,8.2,11.95,1.46,1:01,"{[][<]C(=O)CCCCCC(=O)[<],[>]OCC(C)(C)C O[>][]}",M10
540,540,yes,fluid,yes,Azelaic Acid,OC(=O)CCCCCCCC(=O)O,"2,2-Dimethyl-1,3- propanediol",OCC(C)(C)CO,C(=O)CCCCCCCC(=O)OCC(C)(C)CO,7.46,11.21,1.5,1:01,"{[][<]C(=O)CCCCCCCC(=O)[<],[>]OCC(C)(C
)CO[>][]}",M10
541,541,yes,crystalline,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"2,2-Dimethyl-1,3- propanediol",OCC(C)(C)CO,C(=O)CCCCCCCCC(=O)OCC(C)(C)CO,9.92,14.92,1.5,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCC(C)( C)CO[>][]}",M8
542,542,yes,crystalline,yes,Sebacic Acid,OC(=O)CCCCCCCCC(=O)O,"1,3-Propanediol",OCCCO,"C(=O)CCCCCCCCC(=O)OCCCO
",4.85,8.31,1.71,1:01,"{[][<]C(=O)CCCCCCCCC(=O)[<],[>]OCCCO[
>][]}",M8
543,543,yes,crystalline,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"1,3-Propanediol",OCCCO,"C(=O)COCCOCC(=O)OCCCO
",,,,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OCCCO[>][]
}",M10
544,544,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"1,3-Propanediol",OCCCO,C(=O)c(ccc1c2)cc1ccc2C(=O)OCCCO,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC CCO[>][]}",M19
545,545,no,solid,yes,isophthalic acid,OC(=O)c(ccc1)cc1C(=O)O,"4,8-Bis(hydroxymethyl)tricyclo[5.2.1.0 2,6]decane",OCC(CC(C1)C2C3)C1C2CC3CO,C(=O)c(ccc1)cc1C(=O)OCC(CC(C1)C2C3)C1C2CC3CO,,,,1:01,"{[][<]C(=O)c(ccc1)cc1C(=O)[<],[>]OCC(CC(C 1)C2C3)C1C2CC3CO[>][]}",M2
546,546,yes,crystalline,no,glutaric acid,OC(=O)CCCC(=O)O,"4,4_- Isopropylidenedicyclohexanol, mixture of isomers",OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,C(=O)CCCC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,,,,1:01,"{[][<]C(=O)CCCC(=O)[<],[>]OC(CC1)CCC1C (C)(C)C(CC2)CCC2O[>][]}",M10
547,547,yes,crystalline,no,"1,4- cyclohexanedicarboxylic acid",OC(=O)C(CC1)CCC1C(=O)O,"1,2-Propanediol",OCC(C)O,C(=O)C(CC1)CCC1C(=O)OCC(C)O,0.92,1.66,1.81,1:01,"{[][<]C(=O)C(CC1)CCC1C(=O)[<],[>]OCC(C) O[>][]}",M11
548,548,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"1,2-Propanediol",OCC(C)O,C(=O)c(ccc1c2)cc1ccc2C(=O)OCC(C)O,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC C(C)O[>][]}",M11
549,549,yes,glassy,no,"2,2'-[ethylenebis(oxy)] bisacetic acid",OC(=O)COCCOCC(=O)O,"4,4_- Isopropylidenedicyclohexanol, mixture of isomers",OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,C(=O)COCCOCC(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,1.4,3.09,2.21,1:01,"{[][<]C(=O)COCCOCC(=O)[<],[>]OC(CC1)C CC1C(C)(C)C(CC2)CCC2O[>][]}",M11
550,550,no,solid,yes,"2,6- Napthalenedicarboxylic acid",C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,"4,4_- Isopropylidenedicyclohexanol, mixture of isomers",OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,C(=O)c(ccc1c2)cc1ccc2C(=O)OC(CC1)CCC1C(C)(C)C(CC2)CCC2O,,,,1:01,"{[][<]C(=O)c(ccc1c2)cc1ccc2C(=O)[<],[>]OC(
CC1)CCC1C(C)(C)C(CC2)CCC2O[>][]}",M11
